kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
業,"business, performance","ギョウ, ゴウ; わざ","業者 (ぎょうしゃ·1) = trader; 工業 (こうぎょう·1) = manufacturing industry; 休業 (きゅうぎょう·0) = closed (store), shutdown; 開業 (かいぎょう·0) = opening of business",彼は失業した。,,彼(かれ) は 失業 為る(する),｜ 一 王 并 木 羊 耒,"様,羊,琳"
楽,"music, comfort, ease","ガク, ラク; たの.しい, たの.しむ","楽 (らく·(名;形動)2,(名)1) = comfort, ease; 音楽 (おんがく·1) = music; 楽しむ (たのしむ·3) = to enjoy; 楽しい (たのしい·3) = enjoyable, fun",楽勝だよ。,,楽勝 だ よ,白 木 冫,"羽,森,林"
歌,"song, sing","カ; うた, うた.う","歌 (うた·2) = song, poetry; 歌う (うたう·0) = to sing; 歌手 (かしゅ·1) = singer; 国歌 (こっか·1,0) = national anthem; 歌声 (うたごえ·0,3) = singing voice",一曲歌いたい。,,一曲 歌う たい,一 欠 口 亅,"司,可,吹"
止,"stop, halt","シ; と.める, と.まる, や.める, や.む","中止 (ちゅうし·0) = suspension, stoppage, interruption; 止める (とめる·0) = to stop (something); 止まる (とまる·0) = to remain, to stay; 休止 (きゅうし·0) = pause, rest; 止む (やむ·0) = to cease, to stop, be over",雨が止んだ。,,雨 が 止む,,
正,"correct, justice, righteous","セイ, ショウ; ただ.しい, ただ.す, まさ","正しい (ただしい·3) = correct, truthful, righteous; 正月 (しょうがつ·4) = New Year's Day, the first month; 正す (ただす·2) = to correct, to amend; 正体 (しょうたい·1) = natural shape, one's true character; 正道 (せいどう·0) = the right path, path of righteousness",大体正しい。,,大体 正しい,一 止,"証,症,柾"
歩,"walk, counter for steps","ホ, ブ, フ; ある.く, あゆ.む","歩く (あるく·2) = to walk; 進歩 (しんぽ·1) = to progress, to develop; 牛歩 (ぎゅうほ·1) = snail's pace, slow progress; 初歩 (しょほ·1) = rudiments, elements, ABC's of...",彼女は歩く。,,彼女 は 歩く,ノ 止 小,"渉,歳,少"
死,"death, die","シ; し.ぬ, し.に","死ぬ (しぬ·0) = to die; 死人 (しにん·0) = corpse, dead person; 死語 (しご·1) = dead language, obsolete word; 病死 (びょうし·0) = natural death; 安楽死 (あんらくし·4,3) = euthanasia",死ね！,,死ぬ,一 夕 匕 歹,"葬,老,多"
民,"people, nation, subjects",ミン; たみ,"民 (たみ·1) = nation, people; 民間 (みんかん·0) = private, unofficial, civilian; 民族 (みんぞく·1) = people, race, nation; 民家 (みんか·1) = private house; 民主 (みんしゅ·1,0) = democratic, head of nation",民の声は神の声。,,民 の 声 は 神(かみ) の 声,口 氏 尸,"眠,局,舌"
池,"pond, pool, reservoir",チ; いけ,池 (いけ·2) = pond; 電池 (でんち·1) = battery,池が干上がった。,,池 が 干上がる,汁 也,"酒,淡,浪"
注,"pour, concentrate","チュウ; そそ.ぐ, さ.す, つ.ぐ","注ぐ (そそぐ·0,2) = to pour, to fill, to feed (a fire); 注文 (ちゅうもん·0) = order, request; 注意 (ちゅうい·1) = attention, being careful; 注進 (ちゅうしん·0) = information",スリに注意。,,掏摸 に 注意,王 汁 丶,"玉,主,球"
洋,"ocean, western style",ヨウ,"海洋 (かいよう·0) = ocean; 西洋 (せいよう·1) = west, western countries; 洋風 (ようふう·0) = western style; 洋食 (ようしょく·0) = western style meal",太平洋は非常に広大だ。,,太平洋 は 非常に 広大 だ,王 汁 并 羊,"羊,養,詳"
洗,wash,セン; あら.う,"洗う (あらう·0) = to wash; 洗濯 (せんたく·0) = washing, laundry; 手洗い (てあらい·2) = washroom, lavatory; 洗車 (せんしゃ·0) = car wash",血で血を洗う。,,血 で(#2028980) 血 を 洗う,ノ 汁 土 儿,"先,銑,浩"
海,"sea, ocean",カイ; うみ,"海 (うみ·1) = sea, beach; 海外 (かいがい·1) = overseas, abroad; 海鳥 (うみどり·2) = sea bird; 北海道 (ほっかいどう·3) = hokkaido (most northern of 4 main islands of Japan)",たこは海にいる。,,蛸 は 海 に 居る(いる),汁 母 毋 乞,"毎,梅,敏"
漢,china,カン,漢字 (かんじ·0) = chinese character,彼は大食漢だ。,,彼(かれ) は 大食漢 だ,汁 艾 口 一 大 二,"嘆,天,器"
牛,cow,ギュウ; うし,牛 (うし·0) = cow; 牛肉 (ぎゅうにく·0) = beef; 牛歩 (ぎゅうほ·1) = snail's pace; 和牛 (わぎゅう·0) = Japanese beef cow; 水牛 (すいぎゅう·0) = water buffalo,牛は乳が出る。,,牛 は 乳 が 出る,,
物,"thing, object, matter","ブツ, モツ; もの","物 (もの·2,0) = thing, object; 建物 (たてもの·2,3) = building; 物語 (ものがたり·3) = tale, legend, story; 買い物 (かいもの·0) = shopping; 動物 (どうぶつ·0) = animal",物は試し。,,物(もの) は 試し,勿 牛 勹 ノ,"易,傷,惣"
特,special,トク,"特別 (とくべつ·0) = special; 特に (とくに·1) = particularly, especially; 特集 (とくしゅう·0) = special feature, special edition; 特急 (とっきゅう·0) = limited express train",いや特にないわ。,,否(いや) 特に 無い わ,牛 寸 土,"封,寺,走"
犬,dog,ケン; いぬ,犬 (いぬ·2) = dog; 野犬 (やけん·0) = stray dog,猛犬に注意！,,猛犬 に 注意,大 丶,"太,汰,駄"
理,"logic, reason, justice",リ,"理 (り·1,0) = reason; 料理 (りょうり·1) = cooking, cuisine; 物理 (ぶつり·1) = physics; 地理 (ちり·1) = geography; 真理 (しんり·1) = truth",地理は弱い。,,地理 は 弱い,王 里,"黒,羊,童"
産,"products, give birth","サン; う.む, う.まれる, うぶ","産業 (さんぎょう·0) = industry; 不動産 (ふどうさん·2,0) = real estate; 産む (うむ·0) = to give birth, to produce",彼は資産家だ。,,彼(かれ) は 資産家 だ,ノ 生 并 立 亠 厂,"彦,衣,亡"
用,"use, employ, utilise",ヨウ; もち.いる,"用 (よう·1) = task, business, use; 信用 (しんよう·0) = confidence; 起用 (きよう·0) = appointment, promotion; 用地 (ようち·1) = site; 用紙 (ようし·0,1) = blank form",ご用件は？,,御(ご) 用件 は,,
田,"rice field, rice paddy",デン; た,田 (た·1) = rice field; 新田 (しんでん·0) = a new rice field,この田舎者めが。,,此の 田舎者 奴(め) が,,
町,"town, village, town",チョウ; まち,"町 (まち·2) = town, street, road; 町中 (まちなか·0) = downtown",町は眠っていた。,,町(まち) は 眠る,一 田 亅,"了,丁,訂"
画,"brush stroke, picture","ガ, カク, エ, カイ; えが.く, かぎ.る, かぎ","映画 (えいが·1,0) = movie, film; 計画 (けいかく·0) = plan, schedule; 画家 (がか·0) = painter, artist; 映画館 (えいがかん·3) = cinema, movie theatre; 区画 (くかく·0) = division, section",彼は画家だ。,,彼(かれ) は 画家 だ,一 田 凵,"凹,畳,町"
界,world,カイ,"世界 (せかい·1) = world; 学界 (がっかい·0) = academic world; 外界 (がいかい·0) = physical world, the externals",新世界だからな。,,新世界 だから な,田 个 儿,"鬼,鋭,魂"
病,"ill, sick","ビョウ, ヘイ; や.む, やまい",病院 (びょういん·0) = hospital; 病気 (びょうき·0) = sick; 病死 (びょうし·0) = (dying a) natural death; 病人 (びょうにん·0) = sick person,病は気から。,,病(やまい) は 気(き) から,一 人 冂 疔,"丙,肉,内"
発,"departure, emit, disclose","ハツ, ホツ; た.つ","発表 (はっぴょう·0) = announcement, publication; 発言 (はつげん·0) = proposal, speech; 発 (はつ·1) = counter for gunshots; 出発 (しゅっぱつ·0) = departure; 発見 (はっけん·0) = discovery, detection",再発しますか。,,再発 為る(する) か,二 儿 癶,"廃,元,完"
県,prefecture,ケン,県 (けん·1) = prefecture; 県内 (けんない·1) = within the prefecture; 県外 (けんがい·1) = outside the prefecture,私は兵庫県に住んでいる。,,私(わたし) は 兵庫県 に 住む,小 目,"省,自,督"
真,"true, reality","シン; ま, まこと","写真 (しゃしん·0) = photograph; 真中 (まんなか·0) = centre, mid-way; 真理 (しんり·1) = truth; 真っ白 (まっしろ·3) = pure white",真っ暗闇だ。,,真っ暗闇 だ,一 十 ハ 目,"慎,具,鎮"
着,"arrive, wear","チャク, ジャク; き.る, き.せる, つ.く, つ.ける","着る (きる·0) = to wear; 着く (つく·1,2) = to arrive; 着物 (きもの·0) = kimono (Japanese-style dress); 下着 (したぎ·0) = underwear",着てみない？,,着る 見る,ノ 王 并 目 羊,"瑳,差,羊"
知,"know, wisdom",チ; し.る,"知る (しる·0) = to know; 知恵 (ちえ·2) = wisdom, wit; 知らせる (しらせる·0) = to notice, to advise; 知らせ (しらせ·0) = notice; 人見知り (ひとみしり·0,3) = shyness",先刻承知。,,先刻 承知,口 矢 乞,"痴,智,短"
短,"short, fault, defect",タン; みじか.い,短い (みじかい·3) = short; 短気 (たんき·1) = short temper,彼は短気だ。,,彼(かれ) は 短気 だ,口 豆 并 矢 乞,"知,豆,登"
研,"polish, sharpen, study",ケン; と.ぐ,"研究 (けんきゅう·0) = research; 研究者 (けんきゅうしゃ·3) = researcher; 研ぐ (とぐ·1) = to sharpen, to grind",彼は研究に夢中だ。,,彼(かれ) は 研究 に 夢中 だ,｜ 口 石 亅 廾 ノ 二 一,"井,才,垂"
私,"private, I, me","シ; わたくし, わたし","私 (わたし·0) = Me, I; 私学 (しがく·1,0) = private school; 私服 (しふく·0) = plain clothes; 私見 (しけん·0) = personal opinion",私も。,,私(わたし) も,禾 厶,"香,稚,移"
秋,autumn,シュウ; あき,"秋 (あき·1) = autumn; 秋風 (あきかぜ·2,3) = autumn breeze; 春秋 (しゅんじゅう·0,1) = spring and autumn",男心と秋の空。,,男心 と 秋(あき) の 空(そら),火 禾,"萩,愁,炎"
究,"research, study","キュウ, ク; きわ.める","研究 (けんきゅう·0) = research, study; 学究 (がっきゅう·0) = scholar; 究明 (きゅうめい·0) = scientific investigation; 研究員 (けんきゅういん·3) = researcher",彼は研究に夢中だ。,,彼(かれ) は 研究 に 夢中 だ,穴 九 儿 宀,"突,空,窮"
答,"solution, answer","トウ; こた.え, こた.える","答え (こたえ·2) = answer; 問答 (もんどう·3) = questions and answers; 口答え (くちごたえ·3,0) = retort",何て答えたの？,,何て 答える の,口 竹 个 一 乞,"含,吟,合"
紙,paper,シ; かみ,"紙 (かみ·2) = paper; 手紙 (てがみ·0) = letter; 用紙 (ようし·0,1) = blank form, answer sheet",紙がほしい。,,紙 が 欲しい,氏 糸 幺 小,"糸,緋,維"
終,"end, finish","シュウ; お.わる, お.える","終わる (おわる·0) = to finish, to close; 終わり (おわり·0) = the end; 始終 (しじゅう·1) = from beginning to end",いつ終わるの？,,何時(いつ) 終わる の,糸 幺 小 夂,"絡,綾,縫"
習,learn,"シュウ; なら.う, なら.い","習う (ならう·2) = to learn; 教習 (きょうしゅう·0) = training, instruction; 見習う (みならう·3,0) = to follow another's example",六十の手習い。,,六十 の 手習い,羽 白 冫,"羽,翌,楽"
考,"consider, think over","コウ; かんが.える, かんが.え","考える (かんがえる·4,3) = to think, to consider; 考え (かんがえ·3) = thought, idea; 考え方 (かんがえかた·5,6) = way of thinking",考えとくよ。,,考え とく よ,老 勹,"色,者,欠"
者,"somone, person",シャ; もの,"者 (もの·2) = person; 業者 (ぎょうしゃ·1) = trader, merchant; 死者 (ししゃ·1,2) = casualty, deceased (person); 医者 (いしゃ·0) = doctor; 科学者 (かがくしゃ·2,3) = scientist",似た者夫婦。,,似た者 夫婦,日 老,"暑,都,諸"
肉,meat,ニク,肉 (にく·2) = meat; 牛肉 (ぎゅうにく·0) = beef; 肉親 (にくしん·0) = blood relative; 肉屋 (にくや·2) = butcher,全身筋肉痛だ。,,全身 筋肉痛 だ,冂 人,"内,丙,病"
自,oneself,"ジ, シ; みずか.ら, おの.ずから","自分 (じぶん·0) = oneself; 自動 (じどう·0) = automatic; 自転車 (じてんしゃ·2,0) = bicycle; 自国 (じこく·0,1) = one's home country",俺は自由な男。,,俺(おれ) は 自由 男,目,"貝,見,眼"
色,colour,"ショク, シキ; いろ",色 (いろ·2) = colour; 特色 (とくしょく·0) = characteristic; 黄色 (きいろ·0) = yellow; 色々 (いろいろ·0) = various,色盲です。,,色盲 です,巴 勹,"邑,肥,考"
英,"England, english",エイ,"英語 (えいご·0) = the English language; 英文 (えいぶん·0) = sentence in English; 英明 (えいめい·0) = intelligent, wise, bright; 英知 (えいち·1) = intelligence",俺は英雄。,,俺(おれ) は 英雄,ノ 艾 大 冖,"瑛,映,央"
茶,tea,"チャ, サ",お茶 (おちゃ·0) = (green) tea; 茶色 (ちゃいろ·0) = brown; 茶道 (さどう·1) = Tea Ceremony,あれは茶番だ。,,彼(あれ) は 茶番 だ,个 艾 木,"森,林,葉"
菜,"vegetable, greens",サイ; な,"野菜 (やさい·0) = vegetables; 白菜 (はくさい·3,0) = Chinese cabbage, white rape; 菜食 (さいしょく·0) = vegetable diet",青菜に塩。,,青菜 に 塩,爪 木 艾,"采,森,林"
薬,medicine,ヤク; くすり,"薬 (くすり·0) = medicine, pharmaceuticals; 火薬 (かやく·0) = gun powder; 薬学 (やくがく·0,2) = study of pharmacy",お薬飲んだ？,,御(お) 薬(くすり) 飲む,日 木 冫 艾,"菖,模,羽"
親,"parent, relative, intimacy","シン; おや, した.しい, した.しむ","親 (おや·2) = parents; 両親 (りょうしん·1) = parents; 親しい (したしい·3) = intimate, close (eg friend); 親切 (しんせつ·1,0) = kindness, gentleness; 親友 (しんゆう·0) = close friend",ご親切に。,,ご親切に,見 辛 并 木 立 亠,"新,薪,梓"
計,"plot, plan, scheme, measure","ケイ; はか.る, はか.らう","計画 (けいかく·0) = plan, project, program; 時計 (とけい·0) = watch, clock; 計る (はかる·2) = to measure",体温を計る。,,体温 を 計る,言 十,"講,汁,許"
試,"test, try, attempt","シ; こころ.みる, ため.す","試合 (しあい·0) = match; 試験 (しけん·2) = exam, test; 試み (こころみ·0,4) = trial, experiment; 試食 (ししょく·0) = sampling food",物は試し。,,物(もの) は 試し,言 工 弋,"式,談,訪"
説,"rumour, opinion, theory","セツ, ゼイ; と.く","説明 (せつめい·0) = explanation; 小説 (しょうせつ·0) = novel, short story; 説 (せつ·1) = theory; 学説 (がくせつ·0) = theory",釈迦に説法。,,釈迦に説法,言 口 并 儿,"豆,兄,閲"
貸,lend,タイ; か.す,貸す (かす·0) = to lend; 貸し (かし·0) = loan,貸し間あり。,,貸間 有る,化 貝 目 ハ 弋,"買,賦,賃"
質,"substance, quality, matter","シツ, シチ, チ; たち, ただ.す","質 (しつ·0,2) = quality; 質問 (しつもん·0) = question, inquiry; 水質 (すいしつ·0) = water quality; 悪質 (あくしつ·0) = bad quality, malignant",よい質問だ。,,良い 質問 だ,貝 目 ハ 斤,"買,貝,貧"
赤,red,"セキ, シャク; あか, あか.い, あか.らむ, あか.らめる",赤い (あかい·0) = red; 赤ちゃん (あかちゃん·1) = baby; 赤道 (せきどう·0) = equator,赤丸で囲む。,,赤 丸(まる) で(#2028980) 囲む,土,"走,圭,社"
走,run,ソウ; はし.る,走る (はしる·2) = to run; 走り書き (はしりがき·0) = scribble,彼は走る。,,彼(かれ) は 走る,土,"赤,圭,社"
起,"wake, get up","キ; お.きる, お.こる, お.こす","起きる (おきる·2) = to wake up; 起こる (おこる·2) = to occur, to happen",早く起きろ。,,早く 起きる,走 土 已,"走,赤,巳"
転,"revolve, turn around, change","テン; ころ.ぶ, ころ.がる, ころ.げる, うた.た","転じる (てんじる·0,3) = to turn, to shift; 自転車 (じてんしゃ·2,0) = bicycle; 転ぶ (ころぶ·0) = to fall down, to fall over; 転売 (てんばい·0) = resale",転ばぬ先の杖。,,転ぶ 先(さき) 杖(つえ),車 二 厶,"芸,伝,会"
軽,"light, unimportant","ケイ; かる.い, かろ.やか","軽い (かるい·0) = light, non-serious; 手軽 (てがる·0) = easy, simple, informal; 気軽 (きがる·0) = cheerful, lighthearted; 軽々 (かるがる·3) = lightly, easily; 軽口 (かるくち·0) = talkative, loose-lipped; 軽音楽 (けいおんがく·3) = light music",彼は口が軽い。,,彼(かれ) は 口が軽い,車 土 又,"走,赤,皮"
近,near,"キン, コン; ちか.い","近い (ちかい·2) = near, close by; 近所 (きんじょ·1) = neighbourhood; 近道 (ちかみち·2) = shortcut, short way",最近どうだ？,,最近 如何(どう) だ,斤 込,"逝,進,連"
送,send,ソウ; おく.る,"送る (おくる·0) = to send, to see off (person); 先送り (さきおくり·0) = postpone; 送電 (そうでん·0) = electric supply; 送別 (そうべつ·0) = farewell, send off",誰に送るの？,,誰 に 送る の,込 并 大 一 二,"天,拳,三"
通,"pass through, commute","ツウ, ツ; とお.る, とお.す, -どお.し, かよ.う","通う (かよう·0) = to commute, to go back and forth; 通る (とおる·1) = to pass by, to walk along; 通い (かよい·0) = coming and going, commuting; 通す (とおす·1) = to let pass, to overlook; 通信社 (つうしんしゃ·3) = newsagency",その通り！,,其の 通り(とおり),込 用 マ,"矛,痛,踊"
進,"advance, proceed, progress","シン; すす.む, すす.める","進む (すすむ·0) = to make progress; 進歩 (しんぽ·1) = progress, development",全速前進。,,全速 前進,込 隹,"集,雅,隼"
運,"transport, progress, luck, fate",ウン; はこ.ぶ,"運 (うん·1) = fortune, luck, (運がいい=to have good luck); 運ぶ (はこぶ·0) = to transport; 運動 (うんどう·0) = exercise; 運転 (うんてん·0) = driving, motion",悪運が強い。,,悪運 が 強い(つよい),込 車 冖,"連,軍,蓮"
遠,"distant, far","エン, オン; とお.い","遠い (とおい·0) = far, distant; 遠足 (えんそく·0) = trip, hike, picnic; 遠まわし (とおまわし·3,0) = indirect (roundabout) expression; 遠心力 (えんしんりょく·3) = centrifugal force",遠慮しないで。,,遠慮 為る(する),衣 口 込 土,"吐,週,造"
都,"metropolis, capital","ト, ツ; みやこ",都 (みやこ·0) = capital; 京都 (きょうと·1) = Kyoto (city); 都会 (とかい·0) = city,住めば都。,,住む 都(みやこ),日 邦 老,"者,暑,晶"
重,"heavy, pile up","ジュウ, チョウ; おも.い, おも.り, おも.なう, かさ.ねる, かさ.なる, え","重い (おもい·0) = heavy; 重ねる (かさねる·0) = to pile up, to heap; 重大 (じゅうだい·0) = serious, important, grave; 体重 (たいじゅう·0) = one's body weight; 重さ (おもさ·0) = weight",頭が重い。,,頭が重い,｜ ノ 一 日 里,"動,量,曹"
野,"plains, field, civilian life","ヤ, ショ; の, の-","野菜 (やさい·0) = vegetable; 野生 (やせい·(名)0,(代)1) = wild; 野鳥 (やちょう·0) = (wild) bird; 野外 (やがい·1,0) = suburbs, outskirts",この野郎！,,此の 野郎,矛 里 亅,"黒,茅,童"
銀,silver,ギン; しろがね,銀行 (ぎんこう·0) = bank; 銀色 (ぎんいろ·0) = silver; 水銀 (すいぎん·0) = mercury,彼は銀行員です。,,彼(かれ) は 銀行員 です,金 艮,"良,限,鈍"
門,gates,"モン; かど, と","門 (もん·1) = gate; 門下 (もんか·1) = one's pupil or follower; 門外漢 (もんがいかん·3) = amateur, outsider, layman; 入門 (にゅうもん·0) = primer, manual",口は禍の門。,,口(くち) は 災い の 門(もん),,
開,"open, unseal","カイ; ひら.く, ひら.ける, あ.く, あ.ける",開く (あく·0) = to open,本を開くな。,,本(ほん) を 開く(ひらく) な,一 門 廾 二 ノ,"形,刑,邦"
院,"institution, school",イン,"病院 (びょういん·0) = hospital; 学院 (がくいん·0) = institute, academy; 大学院 (だいがくいん·4) = graduate school; 入院 (にゅういん·0) = hospital admission",ここは病院だ。,,此処 は 病院 だ,二 儿 宀 阡 元,"完,莞,元"
集,"gather, meet, congregate","シュウ; あつ.める, あつ.まる, つど.う","集める (あつめる·3) = to gather, to assemble; 集まる (あつまる·3) = to gather, to assemble; 集中 (しゅうちゅう·0) = concentration; 集 (しゅう·1) = collection",がは灯に集まる。,,蛾 は 灯(ひ) に 集まる,木 隹,"椎,雑,権"
青,"blue, green","セイ, ショウ; あお, あお-",青 (あお·1) = blue; 青空 (あおぞら·3) = blue sky,空は青い。,,空(そら) は 青い,月 土 二 亠,"靖,請,精"
音,"sound, noise","オン, イン; おと, ね","音楽 (おんがく·1) = music; 音 (おと·2) = sound; 音質 (おんしつ·0) = tone quality; 足音 (あしおと·3,4) = sound of footsteps; 物音 (ものおと·3,4) = sounds",音楽は好き？,,音楽 は 好き(すき),日 立,"暗,章,晶"
頭,"head, chief, top","トウ, ズ; あたま, かしら","頭 (あたま·3,2) = head",頭が痛い。,,頭(あたま) が 痛い,貝 目 ハ 口 豆 并 頁,"唄,員,碩"
題,"topic, subject",ダイ,"問題 (もんだい·0) = problem, question; 宿題 (しゅくだい·0) = homework",問題だなあ。,,問題 だ なあ,貝 目 ハ 日 疋 頁,"顕,買,頒"
顔,"face, expression",ガン; かお,"顔 (かお·0) = face (person); 笑顔 (えがお·1) = smiling face; 顔色 (かおいろ·0) = complexion, expression; 新顔 (しんがお·0) = newcomer, new face",顔が赤いよ。,,顔(かお) が 赤い よ,貝 目 ハ 頁 立 亠 厂 彡,"須,買,貝"
風,"wind, manner","フウ, フ; かぜ, かざ",風 (かぜ·0) = wind; 台風 (たいふう·3) = typhoon; 洋風 (ようふう·0) = western style; 風習 (ふうしゅう·0) = custom,風が凪いだ。,,風(かぜ) が 凪ぐ,几 虫 ノ,"楓,颯,殺"
飯,food,ハン; めし,"赤飯 (せきはん·0,3) = red rice; 夕飯 (ゆうはん·0) = evening meal; ご飯 (ごはん·1) = meal, rice; 朝ご飯 (あさごはん·3) = breakfast",夕飯をせかせる。,,夕飯 を 急かせる,食 又 厂,"反,皮,返"
館,"large building, palace","カン; やかた, たて","図書館 (としょかん·2) = library; 旅館 (りょかん·0) = Japanese-style inn; 映画館 (えいがかん·3) = cinema, movie theatre; 本館 (ほんかん·0,1) = main building",明日図書館でね。,,明日 図書館 で(#2028980) ね(#2029080),口 食 宀 ｜,"官,中,棺"
首,neck,シュ; くび,"首 (くび·0) = neck; 足首 (あしくび·2,3) = ankle; 手首 (てくび·1) = wrist; 自首 (じしゅ·0,1) = to surrender, to give oneself up",おまえは首だ。,,お前 は 首(くび) だ,自 并 目,"自,臭,息"
験,"verify, test","ケン, ゲン; あかし, しるし, ため.す, し.るべ","試験 (しけん·2) = test, exam; 体験 (たいけん·0) = personal experience",受験に落ちた。,,受験 に 落ちる,口 人 馬 个 杰,"駒,険,検"
鳥,bird,チョウ; とり,"鳥 (とり·0) = bird; 小鳥 (ことり·0) = small bird; 野鳥 (やちょう·0) = wild bird; 一石二鳥 (いっせきにちょう·0,5) = two birds with one stone",鳥が囀る。,,鳥 が 囀る,杰,"馬,黒,魚"
黒,black,"コク; くろ, くろ.める, くろ.ずむ","黒 (くろ·1) = black; 黒字 (くろじ·0) = to be in the black; 白黒 (しろくろ·0,1) = black and white; 黒っぽい (くろっぽい·4) = dark, blackish",彼は腹黒い。,,彼(かれ) は 腹黒い,里 杰,"黙,鳥,鯉"
