kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
膚,"skin, body, grain, texture, disposition",フ; はだ,"山膚 (やまはだ·0) = mountain's surface, bare surface of a mountain; 皮膚 (ひふ·1) = skin; 皮膚病 (ひふびょう·0) = skin disease; 膚寒い (はだざむい·4) = chilly, unpleasantly cold; 膚触り (はだざわり·3) = the touch of, feel of",日光は皮膚に作用する。,,日光 は 皮膚 に 作用 為る(する),月 田 卜 匕 厂 虍,"虜,慮,虚"
符,"token, sign, mark, tally, charm",フ,"音符 (おんぷ·0) = (musical) note; 疑問符 (ぎもんふ·2) = question mark; 終止符 (しゅうしふ·3) = full stop, period, end; 切符 (きっぷ·0) = ticket; 八分音符 (はちぶおんぷ·4) = 8th note",往復切符の料金は？,,往復切符 の 料金 は,化 寸 竹 乞,"付,等,竹"
浮,"floating, float, rise to surface","フ; う.く, う.かれる, う.かぶ, む, う.かべる","浮かべる (うかべる·0) = to float, to express, to look (sad, glad); 浮き (うき·0) = float (fishing), buoy; 浮き立つ (うきたつ·3) = to be enlivened, to be exhilarated",木は水に浮く。,,木(き) は 水(みず) に 浮く,子 汁 爪,"乳,淳,渓"
普,"universal, wide(ly), generally, Prussia","フ; あまね.く, あまねし","普 (ふ) = widely, generally; 普及 (ふきゅう·0) = diffusion, spread; 普賢 (ふげん·1) = Samantabhadra (bodhisattva), Universal Compassion; 普段 (ふだん·1) = usually, habitually, ordinarily, always; 普通 (ふつう·0) = generally, ordinarily, usually, train that stops at every station",視力は普通です。,,視力 は 普通 です,｜ 一 二 日 并,"譜,昔,並"
怖,"dreadful, be frightened, fearful","フ, ホ; こわ.い, こわ.がる, お.じる, おそ.れる","畏怖 (いふ·1) = awe, fear, fright; 怖れ (おそれ·3) = fear, horror, anxiety, concern, uneasiness; 恐怖 (きょうふ·1,0) = fear, dread, dismay, terror; 恐怖症 (きょうふしょう·3,0) = morbid fear, phobia",怖かったから。,,怖い から,ノ 一 巾 忙,"希,布,稀"
府,"borough, urban prefecture, govt office, representative body, storehouse",フ,"政府 (せいふ·1) = government, administration; 総理府 (そうりふ·3) = Prime Minister's office; 太宰府 (だざいふ) = (ancient) Kyushu; 都道府県 (とどうふけん·4,5) = administrative divisions of Japan: Tokyo-to, Hokkai-do, Osaka-fu, Kyoto-fu and remaining prefectures; 府県 (ふけん·1,2) = prefecture",政府打倒。,,政府 打倒,化 寸 广,"腐,付,附"
布,"linen, cloth",フ; ぬの,"画布 (がふ·1,0) = (oil painting) canvas; 絹布 (けんぷ·1) = silk, silk cloth; 公布 (こうふ·1,0) = official proclamation, announcement; 財布 (さいふ·0) = purse, handbag, wallet; 撒布 (さっぷ·1,0) = dissemination, scattering, sprinkling, spraying",ほら財布だ。,,ほら 財布 だ,ノ 一 巾,"希,怖,稀"
富,"wealth, enrich, abundant","フ, フウ; と.む, とみ","国富 (こくふ·1) = national wealth; 貧富 (ひんぷ·1) = wealth and poverty, rich and poor; 富み (とみ·1) = wealth, fortune; 富む (とむ·1) = to be rich, to become rich; 富貴 (ふっき·1) = riches and honours, riches and honors, wealth and rank",彼は大富豪だ。,,彼(かれ) は 大(だい) 富豪 だ,口 田 宀 一,"福,幅,寅"
婦,"lady, woman, wife, bride",フ,"家政婦 (かせいふ·2) = housekeeper, maid; 看護婦 (かんごふ·3) = (female) nurse; 貴婦人 (きふじん·2) = lady; 産婦人科 (さんふじんか·0) = maternity and gynecology department; 主婦 (しゅふ·1) = housewife, mistress",似た者夫婦。,,似た者 夫婦,ヨ 巾 女 冖,"掃,滞,浸"
夫,"husband, man","フ, フウ, ブ; おっと, そ.れ","工夫 (くふう·0) = device, scheme; 大丈夫 (だいじょうぶ·3) = safe, all right, O.K.; 農夫 (のうふ·1) = peasant; 夫 (おっと·0) = (my) husband; 夫君 (ふくん·1,2) = one's husband",漁夫の利。,,漁夫 の 利,人 二 大 亠,"替,潜,峡"
付,"adhere, attach, refer to, append","フ; つ.ける, -つ.ける, -づ.ける, つ.け, つ.け-, -つ.け, -づ.け, -づけ, つ.く, -づ.く, つ.き, -つ.き, -つき, -づ.き, -づき","位置付け (いちつけ·0) = placement, fixed position; 横付け (よこづけ·0) = coming alongside; 回付 (かいふ·1,0) = transmitting, referring to, passing on; 格付け (かくずけ·0) = rating, classification, allocation, grading; 気付 (きづけ·0) = Care Of (CO)",気を付けてね。,,気を付けて ね(#2029080),化 寸,"附,府,侍"
貧,"poverty, poor","ヒン, ビン; まず.しい","極貧 (ごくひん·0) = destitution; 清貧 (せいひん·0) = honourable poverty, honorable poverty; 貧しい (まずしい·3) = poor, needy; 貧血 (ひんけつ·0) = anemia, anaemia; 貧困 (ひんこん·0) = poverty, lack",彼は貧しい。,,彼(かれ) は 貧しい,貝 目 刀 ハ,"頒,貿,買"
秒,second (1/60 minute),ビョウ,秒 (びょう·1) = second (60th min); 秒速 (びょうそく·0) = per second; 秒読み (びょうよみ·0) = countdown; 毎秒 (まいびょう·0) = every second,陣痛が約４５秒続きます。,,陣痛 が 約 秒 続く,ノ 禾 小,"少,称,秀"
評,"evaluate, criticism, comment",ヒョウ,"評価 (ひょうか·1) = evaluation, assessment; 批評 (ひひょう·0) = criticism; 評判 (ひょうばん·0) = reputation; 好評 (こうひょう·0) = favorable reception",彼は評判がよい。,,彼(かれ) は 評判 が 良い,｜ 一 言 二 并,"譜,並,普"
表,"surface, table, chart, diagram","ヒョウ; おもて, -おもて, あらわ.す, あらわ.れる, あら.わす","意思表示 (いしひょうじ·3) = declaration of intention; 意表 (いひょう·0) = surprise, something unexpected; 一覧表 (いちらんひょう·0) = list, table, schedule, catalogue, catalog; 公表 (こうひょう·0) = official announcement, proclamation; 時刻表 (じこくひょう·0) = table, diagram, chart, timetable, schedule",表か裏か。,,表(おもて) か 裏(うら) か,衣 士 土 二 亠,"俵,麦,装"
氷,"icicle, ice, hail, freeze, congeal","ヒョウ; こおり, ひ, こお.る","樹氷 (じゅひょう·0) = frost covered trees; 氷 (こおり·0) = ice, shaved ice; 氷河 (ひょうが·1) = glacier; 氷解 (ひょうかい·0) = melting, thawing; 氷原 (ひょうげん·0) = ice field, ice floe, snow field",氷が溶けている。,,氷(こおり) が 溶ける,水 丶,"永,詠,球"
標,"signpost, seal, mark, stamp, imprint, symbol, emblem, trademark, evidence, souvenir, target","ヒョウ; しるべ, しるし","目標 (もくひょう·0) = goal, target; 標準 (ひょうじゅん·0) = standard, norm; 商標 (しょうひょう·0) = trademark; 指標 (しひょう·0) = indicator",銃を標的にあわせろ。,,銃 を 標的 合わせる,示 二 小 西 木,"禁,票,襟"
筆,"writing brush, writing, painting brush, handwriting",ヒツ; ふで,"鉛筆 (えんぴつ·0) = pencil; 加筆 (かひつ·0) = correction, improvement, revision; 健筆 (けんぴつ·0) = powerful pen; 自筆 (じひつ·0) = one's own handwriting; 執筆 (しっぴつ·0) = writing",彼は筆まめだ。,,彼(かれ) は 筆まめ だ,竹 聿 乞,"竹,笹,第"
必,"invariably, certain, inevitable",ヒツ; かなら.ず,"必ず (かならず·0) = necessarily, certainly, without fail, positively, invariably; 必ずしも (かならずしも·4) = (not) always, (not) necessarily, (not) all, (not) entirely; 必携 (ひっけい·0) = handbook, manual, vade mecum; 必見 (ひっけん·0) = worth seeing, a must-see; 必殺 (ひっさつ·0) = certain kill",君が必要だ。,,君(きみ) が 必要 だ,ノ 心,"秘,泌,感"
匹,"equal, head, counter for small animals, roll of cloth",ヒツ; ひき,"匹敵 (ひってき·0) = comparing with, match, rival, equal; 匹 (ひつ·2) = head, counter for small animals, roll of cloth",彼は魚を３匹釣った。,,彼(かれ) は 魚 を 匹(ひき) 釣る,儿 匚,"臣,巨,堪"
鼻,"nose, snout",ビ; はな,耳鼻科 (じびか·0) = otolaryngology; 鼻 (はな·0) = nose; 鼻炎 (びえん·0) = nasal inflammation; 鼻歌 (はなうた·0) = humming,鼻声だね。,,鼻声 だ ね(#2029080),自 田 廾 目,"臭,息,算"
美,"beauty, beautiful","ビ, ミ; うつく.しい","華美 (かび·1) = pomp, splendor, splendour, gaudiness; 甘美 (かんび·1) = sweet; 美事 (みごと·1) = splendid, magnificent, beautiful, admirable; 讃美 (さんび·1) = praise, adoration, glorification; 美 (び·1) = beauty",美は皮一重。,,美(び) は 皮 一重,王 大 并 羊,"僕,撲,羊"
備,"equip, provision, preparation","ビ; そな.える, そな.わる, つぶさ.に","下準備 (したじゅんび·3) = preliminary arrangements, spade work; 完備 (かんび·1) = perfection, completion; 備える (そなえる·3) = to furnish, to provide for, to equip, to install, to have ready, to prepare for, to possess, to have, to be endowed with, to be armed with; 軍備 (ぐんび·1) = armaments, military preparations; 警備 (けいび·1) = defense, defence, guard, policing, security",才色兼備だ。,,才色兼備 だ,化 用 厂 艾,"花,仮,蔵"
飛,"fly, skip (pages), scatter","ヒ; と.ぶ, と.ばす, -と.ばす","一足飛び (いっそくとび·4,3) = (at) one bound; 高飛車 (たかびしゃ·0) = high-handed, domineering, on one's high horse; 吹き飛ぶ (ふきとぶ·3) = to be blown off, to blow off",鳥は飛ぶ。,,鳥 は 飛ぶ,,
非,"un-, mistake, negative, injustice, non-",ヒ; あら.ず,"是か非か (ぜかひか) = right or wrong; 是非 (ぜひ·1) = certainly, without fail, right and wrong, pros and cons; 非公開 (ひこうかい·2) = private; 非公式 (ひこうしき·2) = informal",是非どうぞ。,,是非 どうぞ,,
費,"expense, cost, spend, consume, waste","ヒ; つい.やす, つい.える","運動費 (うんどうひ·3) = campaign fund; 会費 (かいひ·0) = membership fee; 学費 (がくひ·0) = tuition, school expenses; 巨費 (きょひ·1) = great cost; 空費 (くうひ·0,1) = wastefulness",私費で旅行した。,,私費で 旅行 為る(する),｜ 貝 目 ハ 弓,"買,貝,弔"
被,"incur, cover, veil, brood over, shelter, wear, put on, be exposed (film), receiving","ヒ; こうむ.る, おお.う, かぶ.る, かぶ.せる","被る (かぶる·2) = to wear (on head, usu. one's own), to put on (over head, usu. one's own), to pour or dash water, dust, etc. (on oneself), to bear (eg someone's debts, faults, etc.), to overlap; 被害 (ひがい·1) = damage; 被害者 (ひがいしゃ·2) = victim, injured party, sufferer; 被験者 (ひけんしゃ·2) = (test) subject, testee; 被告 (ひこく·0) = defendant, the accused",被告は無罪になった。,,被告 は 無罪 になる,初 皮 又,"皮,疲,波"
皮,"pelt, skin, hide, leather",ヒ; かわ,"一皮 (ひとかわ·2) = unmasking; 樹皮 (じゅひ·1) = (tree) bark; 脱皮 (だっぴ·0) = shedding, molting, emergence; 薄皮 (うすかわ·0) = thin skin; 皮下 (ひか·2,1) = subcutaneous",美は皮一重。,,美(び) は 皮 一重,又,"霞,桑,暇"
疲,"exhausted, tire, weary","ヒ; つか.れる, -づか.れ, つか.らす","疲れ (つかれ·3) = tiredness, fatigue; 疲れる (つかれる·3) = to get tired, to tire; 疲れ果て (つかれはて) = being tired out; 疲弊 (ひへい·0) = exhaustion, impoverishment, ruin",疲れたよ。,,疲れる よ,皮 又 疔,"皮,被,波"
比,"compare, race, ratio, Philipines",ヒ; くら.べる,"比べ (くらべ·0) = contest, comparison, competition; 恵比寿 (えびす·0) = The God of Wealth; 対比 (たいひ·0,1) = contrast, comparison; 反比例 (はんぴれい·3) = inverse proportion; 比 (ひ·1) = ratio, proportion, Philippines",彼は勇敢無比である。,,彼(かれ) は 勇敢 無比 である,,
批,"criticism, strike",ヒ,"批准 (ひじゅん·0) = ratification, ratify; 批難 (ひなん·1) = blame, attack, criticism; 批判 (ひはん·0) = criticism, judgement, judgment, comment; 批判的 (ひはんてき·0) = critical; 批評 (ひひょう·0) = criticism, review, commentary",彼は批判に神経過敏だ。,,彼(かれ) は 批判 に 神経過敏 だ,比 扎,"鹿,皆,昆"
悲,"jail cell, grieve, sad, deplore, regret","ヒ; かな.しい, かな.しむ","慈悲 (じひ·1) = compassion, benevolence, charity, mercy; 悲哀 (ひあい·0,1) = sorrow, grief, sadness; 悲運 (ひうん·1,0) = fate; 悲観 (ひかん·0) = pessimism, disappointment; 悲願 (ひがん·1) = one's dearest wish, Buddha's vow to save humanity",ああ悲しい。,,嗚呼 悲しい,心 非,"輩,罪,斐"
彼,"he, that, the","ヒ; かれ, かの, か.の","彼等 (あれら·1) = they (usually male), those; 彼岸 (ひがん·0,2) = equinoctial week (when Buddhist services are held); 彼氏 (かれし·1) = boyfriend; 彼女 (かのじょ·1) = she, girl friend, sweetheart; 彼方 (あちら·0) = the other, the other side, there, yonder, that",彼は誰？,,彼(かれ) は 誰,皮 又 彳,"行,皮,被"
否,"negate, no, noes, refuse, decline, deny","ヒ; いな, いや","安否 (あんぴ·1) = safety, welfare, well-being; 可否 (かひ·1) = propriety, right and wrong, advisability, pro and con, ayes and noes; 拒否 (きょひ·1) = denial, veto, rejection, refusal; 拒否権 (きょひけん·2,3) = right of veto; 合否 (ごうひ·1) = success or failure, result",夜を徹するか否か。,,夜 を 徹する か否か,ノ 一 口 ｜ 丶,"吏,垂,右"
番,"turn, number in a series",バン; つが.い,"暗証番号 (あんしょうばんごう·5) = PIN, password number; 一番 (いちばん·2,0) = best, first, number one, game, round, bout, fall, event (in a meet); 一番手 (いちばんて·3) = first player, first worker; 一番乗り (いちばんのり·3) = leader of a charge, first to arrive; 局番 (きょくばん·0) = telephone exchange number",だれの番だ。,,誰 の 番(ばん) だ,田 釆 米,"審,藩,翻"
晩,"nightfall, night",バン,"ひと晩 (ひとばん·2) = one evening, all night, overnight; 今晩 (こんばん·1) = tonight, this evening; 昨晩 (さくばん·2) = last night; 早晩 (そうばん·0) = sooner or later, eventually; 朝晩 (あさばん·1) = morning and evening",今晩暇かな？,,今晩 暇(ひま) かな,免 日 儿 勹,"旬,逸,晶"
販,"marketing, sell, trade",ハン,"再販 (さいはん·0) = resale; 市販 (しはん·0) = marketing, commercial (eg software); 信販 (しんぱん·0) = sales on credit; 信販会社 (しんぱんがいしゃ) = credit company",私は販売員です。,,私(わたし) は 販売員 です,貝 目 ハ 又 厂,"買,賢,貝"
般,"carrier, carry, all",ハン,"一般 (いっぱん·0) = general, liberal, universal, ordinary, average; 一般的 (いっぱんてき·0) = popular, typical, general; 今般 (こんぱん·1) = now, recently, this time; 諸般 (しょはん·1,0) = circumstances; 先般 (せんぱん·1) = some time ago, the other day",一般に日本人は勤勉だ。,,一般に 日本人 は 勤勉 だ,舟 殳 几 又,"盤,搬,鍛"
犯,"crime, sin, offense","ハン, ボン; おか.す","違犯 (いはん·0) = violation (of law), transgression, infringement, breach; 共犯 (きょうはん·0) = complicity; 軽犯罪 (けいはんざい·3) = minor offense, minor offense, misdemeanor, misdemeanour; 再犯 (さいはん·0) = second offense, second offence; 主犯 (しゅはん·0) = principal offence, principal offense, principal offender",君は殺人犯だ。,,君(きみ) は 殺人犯 だ,乙 卩,"礼,卯,範"
版,"printing block, printing plate, edition, impression, label",ハン,"改訂版 (かいていばん·0) = revised edition; 活版 (かっぱん·0) = printing, typography; 原版 (げんぱん·1,0) = typesetting plates (books), mold, mould, pressing plates (records), original edition; 豪華版 (ごうかばん·0) = deluxe edition; 再版 (さいはん·0) = reprint(ing), second edition",あの出版社は黒字だ。,,彼の(あの) 出版社 は 黒字 だ,片 又 厂,"反,皮,返"
板,"plank, board, plate, stage","ハン, バン; いた","一枚看板 (いちまいかんばん·5) = (a) leading player, one's sole Sunday best, the best item one has (to show); 羽子板 (はごいた·2) = battledore; 看板 (かんばん·0) = sign, signboard, doorplate, poster, billboard, appearance, figurehead, policy, attraction, closing time; 基板 (きばん·0) = substrate, (computer) circuit board; 血小板 (けっしょうばん·0) = platelet",黒板を見なさい。,,黒板 を 見る 為さい,又 木 厂,"桑,反,皮"
反,anti-,"ハン, ホン, タン, ホ; そ.る, そ.らす, かえ.す, かえ.る, -かえ.る","拒絶反応 (きょぜつはんのう·4) = rejection; 正反対 (せいはんたい·3) = bipolar, polar, polarity, exactly opposite; 二律背反 (にりつはいはん·1,0) = antinomy, self-contradiction; 反 (たん·1) = roll of cloth (c. 10 yds.), .245 acres, 300 tsubo; 反す (かえす·1) = to change, to turn over, to turn upside down",反対投票多数。,,反対 投票 多数,又 厂,"返,版,板"
判,"judgement, signature, stamp, seal","ハン, バン; わか.る","原判決 (げんはんけつ·3) = original decision; 公判 (こうはん·0) = public hearing, trial; 裁判 (さいばん·1) = trial, judgement, judgment; 裁判官 (さいばんかん·3) = judge",猫に小判。,,猫(ねこ) に 小判,｜ 刈 二 并 十,"半,畔,伴"
抜,"slip out, extract, pull out, pilfer, quote, remove, omit","バツ, ハツ, ハイ; ぬ.く, -ぬ.く, ぬ.き, ぬ.ける, ぬ.かす, ぬ.かる","引抜き (ひきぬき·0) = hiring from another company, recruitment, scouting; 海抜 (かいばつ·0) = height above sea level; 奇抜 (きばつ·0) = novel, original, striking, strange, eccentric, fantastic; 駆抜ける (かけぬける·0,4) = to run past from behind, to run through (eg gate); 見抜く (みぬく·2) = to see through",彼女抜群ですよ。,,彼女 抜群 です よ,夂 亠 扎 又,"変,衣,皮"
髪,hair of the head,ハツ; かみ,"間一髪 (かんいっぱつ·1) = hair's breadth; 金髪 (きんぱつ·0) = blond hair; 散髪 (さんぱつ·0) = hair-cutting, hair-dressing; 洗髪 (せんぱつ·0) = shampoo; 前髪 (まえがみ·0) = forelock",彼は金髪だ。,,彼(かれ) は 金髪 だ,夂 一 長 彡 髟,"参,惨,峰"
畑,"farm, field, garden, one's specialty, (kokuji)","はた, はたけ, -ばたけ","花畑 (はなばたけ·3) = flower garden, flower bed; 桑畑 (くわばた·3) = mulberry field, mulberry plantation; 麦畑 (むぎばたけ·3) = wheat field, barley field, cornfield; 畑 (はたけ·0) = field; 畑違い (はたけちがい·4) = out of one's line, out of one's field",ここは昔、畑だった。,,此処 は 昔 畑 だ,火 田,"炎,黄,魚"
肌,"texture, skin, body, grain",キ; はだ,"素肌 (すはだ·1) = bare (naked) body, complexion (eg face); 地肌 (じはだ·0,1) = texture, grain; 鳥肌 (とりはだ·0) = goose flesh, pimples; 肌 (はだ·1) = skin, body, grain (eg of wood), texture, disposition, temperament, character, type; 肌色 (はだいろ·0) = flesh-coloured, flesh-colored, skin-coloured, skin-colored",少し肌寒い。,,少し 肌寒い,月 几,"朋,飢,豚"
箱,"box, chest, case, bin, railway car",ソウ; はこ,"重箱 (じゅうばこ·0) = nest of boxes; 巣箱 (すばこ·1,0) = nest box, hive; 箱詰め (はこづめ·0) = packed in a box (i.e. chocolates); 箱入り (はこいり·0) = cased, boxed; 投票箱 (とうひょうばこ·3) = ballot box",この箱は上げ底だ。,,此の 箱 は 上げ底 だ,竹 木 目 乞,"相,算,竹"
麦,"barley, wheat",バク; むぎ,"蕎麦 (そば·1) = soba (Japanese buckwheat noodles); 小麦 (こむぎ·0,2) = wheat; 小麦粉 (こむぎこ·0,3) = wheat flour; 大麦 (おおむぎ·0,3) = barley; 麦 (むぎ·1) = wheat, barley",ここで小麦を作る。,,此処 で(#2028980) 小麦 を 作る,夂 土 二 亠,"変,彗,表"
爆,"bomb, burst open, pop, split",バク; は.ぜる,"核爆発 (かくばくはつ·3) = nuclear explosion; 起爆 (きばく·0) = exploding; 原子爆弾 (げんしばくだん·4) = atomic bomb, A-bomb; 原水爆 (げんすいばく·3) = atom and hydrogen bomb; 原爆 (げんばく·0) = atomic bomb, A-bomb",聴衆は爆笑した。,,聴衆 は 爆笑 為る(する),｜ 一 火 水 日 ハ 井,"暴,典,曹"
薄,"dilute, thin, weak (tea)","ハク; うす.い, うす-, -うす, うす.める, うす.まる, うす.らぐ, うす.ら-, うす.れる, すすき","軽薄 (けいはく·0) = frivolous, superficial; 精神薄弱 (せいしんはくじゃく·5,6) = mental retardation, mentally retarded; 薄 (すすき·0) = Japanese pampas grass; 薄い (うすい·0,2) = thin, weak, watery, diluted; 薄っぺら (うすっぺら·0) = very thin (cheap)",薄暮れが迫った。,,薄暮れ が 迫る,十 汁 寸 田 丶 艾,"博,専,簿"
泊,"overnight, put up at, ride at anchor, 3-day stay","ハク; と.まる, と.める","一泊 (いっぱく·0) = stopping one night; 外泊 (がいはく·0) = spending night away from home; 宿泊 (しゅくはく·0) = lodging; 停泊 (ていはく·0) = anchorage, moorings; 泊る (とまる·0) = to stay at (eg hotel)",何泊されますか。,,何 泊 為れる か,汁 白,"源,激,酒"
倍,"double, twice, times, fold",バイ,"一倍 (いちばい·0) = one share, one amount; 人一倍 (ひといちばい·0) = more than others, redoubled, unusual; 倍 (ばい·0) = twice, times, -fold, double, doubled, increase; 倍加 (ばいか·0) = doubling; 倍額 (ばいがく·0) = double amount",二の二倍は四。,,二 の 二倍 は 四,化 口 立,"位,舌,石"
配,"distribute, spouse, exile, rationing",ハイ; くば.る,"気配 (きはい·2,0,1) = indication, market trend, worry; 軍配 (ぐんばい·0) = stratagem, tactics, (ancient) military leader's fan, wrestling umpire's fan; 減配 (げんぱい·0) = reduction in a dividend, smaller ration; 交配 (こうはい·0) = mating, crossbreeding, cross-fertilization, cross-fertilisation; 勾配 (こうばい·0) = slope, incline, gradient, grade, pitch",心配するな。,,心配 為る(する) な,酉 已,"巳,己,酒"
背,"stature, height, back, behind, disobey, defy, go back on, rebel","ハイ; せ, せい, そむ.く, そむ.ける","上背 (うわぜい·0) = stature, height; 二律背反 (にりつはいはん·1,0) = antinomy, self-contradiction; 背 (せい·1) = height, stature; 背泳ぎ (せおよぎ·2) = backstroke (swim.); 背景 (はいけい·0) = background, scenery, setting, circumstance",鯔背だね。,,鯔背 だ ね(#2029080),月 匕 爿,"北,老,朋"
杯,"counter for cupfuls, wine glass, glass, toast",ハイ; さかずき,"一杯 (いっぱい·(名)1,(副)0) = cup of .., drink, full, to the utmost, up to (one's income), (a) lot of, much; 苦杯 (くはい·0) = bitter experience (ordeal); 祝杯 (しゅくはい·0) = toast, congratulatory cup; 杯 (さかずき·0,4) = wine cups; 満杯 (まんぱい·0) = full",一杯どう？,,一杯 如何(どう),｜ ノ 一 木 礼,"垂,乃,丑"
敗,"failure, defeat, reversal",ハイ; やぶ.れる,"一敗 (いっぱい·0) = one defeat; 完敗 (かんぱい·0) = complete defeat; 失敗 (しっぱい·0) = failure, mistake, blunder; 勝敗 (しょうはい·0) = victory or defeat, issue (of battle); 惜敗 (せきはい·0) = regrettable defeat, defeat by a narrow margin",失敗したなあ。,,失敗 為る(する) なあ,貝 目 ハ 攵 乞,"買,貝,貧"
拝,"worship, adore, pray to","ハイ; おが.む, おろが.む","参拝 (さんぱい·0) = worship; 崇拝 (すうはい·0) = worship, adoration, admiration, cult; 拝む (おがむ·2) = to worship, to beg, to make a supplication; 拝啓 (はいけい·1) = Dear (so and so); 拝見 (はいけん·0) = seeing, look at",彼は今礼拝中だ。,,彼(かれ) は 今(いま) 礼拝(#1557560) 中(ちゅう) だ,｜ 一 干 扎,"措,抹,華"
馬,horse,"バ; うま, うま-, ま","愛馬 (あいば·1) = favourite horse, favorite horse; 馬屋 (うまや·0) = stable, barn; 下馬 (げば·1) = dismounting; 下馬評 (げばひょう·0) = rumor, rumour, gossip, speculation, irresponsible criticism, hearsay; 騎馬 (きば·1) = horse-riding",馬鹿な！,,馬鹿,杰,"魚,焦,庶"
破,"rend, rip, tear, break, destroy, defeat, frustrate","ハ; やぶ.る, やぶ.れる","喝破 (かっぱ·1) = proclamation; 型破り (かたやぶり·3) = unusual, unconventional; 撃破 (げきは·1) = crushing; 打ち破る (うちやぶる·4,0) = to hit; 打破 (だは·1) = break-down, defeat, abolish",破水しました。,,破水 為る(する),口 石 皮 又,"舌,石,皮"
波,"waves, billows, Poland",ハ; なみ,"横波 (よこなみ·0) = side (transverse) wave, broadside sea; 音波 (おんぱ·1) = sound wave; 寒波 (かんぱ·1) = cold wave; 荒波 (あらなみ·0) = stormy seas, raging waves; 高周波 (こうしゅうは·3) = high frequency, HF",波が高い。,,波 が 高い,汁 皮 又,"婆,皮,被"
農,"agriculture, farmers",ノウ,"兼業農家 (けんぎょうのうか·5) = part-time farmer; 農 (のう·1) = farming, agriculture; 農園 (のうえん·0) = plantation; 農家 (のうか·1) = farmer, farm family; 農学 (のうがく·0) = agriculture",私は農場で働いた。,,私(わたし) は 農場 で(#2028980) 働く,｜ 衣 一 辰 日 厂,"濃,曹,晨"
脳,"brain, memory","ノウ, ドウ; のうずる","主脳 (しゅのう·0) = head, brains, leading spiri; 小脳 (しょうのう·1,0) = cerebellum; 洗脳 (せんのう·0) = brainwashing; 大脳 (だいのう·0,1) = brain, cerebrum; 頭脳 (ずのう·1) = head, brains, intellect",脳波をとります。,,脳波 を 取る,月 尚 凵,"肖,朋,凹"
能,"ability, talent, skill, capacity",ノウ; よ.く,"可能 (かのう·0) = possible, practicable, feasible; 可能性 (かのうせい·0) = potentiality, likelihood, possibility, availability; 勘能 (かんのう·0,1) = proficient, skillful, satisfaction, fortitude; 官能 (かんのう·0) = the senses; 機能 (きのう·1) = function, facility, faculty",不能になりました。,,不能 になる,月 匕 厶,"罷,熊,態"
濃,"concentrated, thick, dark, undiluted",ノウ; こ.い,"濃い (こい·1) = thick (as of color, liquid) (colour), dense, strong; 濃厚 (のうこう·0) = density, richness, concentration, tension; 濃紺 (のうこん·0) = dark blue; 濃縮 (のうしゅく·0) = concentrated; 濃淡 (のうたん·0,3) = light and shade, shade (of colour, color)",血は水より濃い。,,血 は 水(みず) より 濃い,｜ 衣 一 汁 辰 日 厂,"農,湿,曹"
悩,"trouble, worry, in pain, distress, illness","ノウ; なや.む, なや.ます, なや.ましい, なやみ","苦悩 (くのう·0,1) = suffering, distress, affliction, anguish, agony, trouble; 思い悩む (おもいなやむ·5,0) = to worry; 伸び悩む (のびなやむ·4,0) = to be sluggish (business); 悩ましい (なやましい·4) = seductive, carnal, enchanting, troubling, difficult, thorny, hard, anxious, uneasy; 悩ます (なやます·3) = to afflict, to torment, to harass, to molest",そのことで悩むな。,,其の 事(こと) で(#2028980) 悩む な,尚 忙 凵,"凹,脳,肖"
燃,"burn, blaze, glow","ネン; も.える, も.やす, も.す","可燃 (かねん·0) = inflammable; 可燃性 (かねんせい·0) = combustibility; 可燃物 (かねんぶつ·2) = combustible(s), inflammables, inflammability; 核燃料 (かくねんりょう·3) = atomic fuel; 再燃 (さいねん·0) = recurrence, revival, resuscitation",木が燃える。,,木(き) が 燃える,火 犬 夕 杰,"然,馬,炎"
念,"wish, sense, idea, thought, feeling, desire, attention",ネン,"一念 (いちねん·0,2) = determined purpose; 怨念 (おんねん·0,3) = grudge, malice, hatred; 概念 (がいねん·1) = general idea, concept, notion; 観念 (かんねん·1) = idea, notion, conception, sense (eg of duty), resignation, preparedness, acceptance",残念だ！,,残念 だ,｜ 一 心 个,"今,稔,慧"
熱,"heat, temperature, fever, mania, passion",ネツ; あつ.い,"亜熱帯 (あねったい·2) = subtropics; 炎熱 (えんねつ·0) = sweltering heat; 温熱 (おんねつ·0) = hot fever; 加熱 (かねつ·0) = heating; 過熱 (かねつ·0) = superheating, overheating",平熱です。,,平熱 です,土 九 丶 儿 杰,"勢,丸,馬"
猫,cat,ビョウ; ねこ,"黒猫 (くろねこ·0) = black cat; 山猫 (やまねこ·0) = wildcat, lynx; 猫 (ねこ·1) = cat; 野良猫 (のらねこ·0) = stray cat, alley cat; 仔猫 (こねこ·2) = kitten",猫に小判。,,猫(ねこ) に 小判,田 犯 艾,"苗,菓,描"
認,"acknowledge, witness, discern, recognize, appreciate, believe","ニン; みと.める, したた.める","確認 (かくにん·0) = affirmation, confirmation, validation; 誤認 (ごにん·0) = misrecognition, mistaking (x for y); 公認 (こうにん·0) = official recognition, authorization, authorisation, licence, license, accreditation; 自認 (じにん·0) = admission, (self-)acknowledgment, (self-)acknowledgement",ご確認ください。,,御(ご) 確認 下さい,言 心 刀 丶,"忍,刃,初"
